,image,score,features
993,/home/ubuntu/MEBeauty-database/images/female/black/etty-fidele-TWR--mm6s5o-unsplash.jpg,5.897435897435898,[[1.13696215 1.0922047  5.39460563 ... 2.92076743 1.19219274 1.09328417]]
994,/home/ubuntu/MEBeauty-database/images/female/caucasian/quinten-de-graaf-Ox1jePviTRQ-unsplash.jpg,5.897740784780023,[[1.25202539 1.15465374 4.55187774 ... 3.57616197 1.12244222 1.36165178]]
995,/home/ubuntu/MEBeauty-database/images/female/caucasian/woman-526329_1920.jpg,5.9,[[1.35854599 1.20665657 4.24896442 ... 2.43663499 1.46790481 1.18625682]]
996,/home/ubuntu/MEBeauty-database/images/female/black/emmanuel-zua-iKNvqz1evXI-unsplash.jpg,5.9,[[1.39060424 1.24885664 5.09777517 ... 2.05864667 1.16809197 1.33416641]]
997,/home/ubuntu/MEBeauty-database/images/male/caucasian/erik-mclean-seybbgI9-4k-unsplash.jpg,5.900362318840579,[[1.00546452 1.00562223 6.95854164 ... 4.94399671 0.93465201 1.06145184]]
998,/home/ubuntu/MEBeauty-database/images/female/indian/christina-wocintechchat-com-z5SOVx-y3F4-unsplash.jpg,5.900555555555557,[[2.75248931 2.23804826 5.55285138 ... 1.60533689 2.2992802  4.21010689]]
999,/home/ubuntu/MEBeauty-database/images/male/black/divine-effiong-_e8yPP3C9n0-unsplash.jpg,5.905217045001991,[[0.7781444  0.84936485 5.11033051 ... 2.81357712 0.76643023 0.86781565]]
1000,/home/ubuntu/MEBeauty-database/images/male/caucasian/nathan-van-de-graaf-8ngIBwU2-5U-unsplash.jpg,5.907592592592592,[[0.66948827 0.74954324 6.26648491 ... 3.2411033  0.59320487 0.88518425]]
1001,/home/ubuntu/MEBeauty-database/images/female/asian/jaizer-capangpangan-04SoDoueyF8-unsplash.jpg,5.9082840236686405,[[0.80652293 0.85690648 6.13095913 ... 2.46446831 0.75947059 0.90293224]]
1002,/home/ubuntu/MEBeauty-database/images/male/mideastern/allef-vinicius-37l3ap7rouo-unsplash.jpg,5.909090909090909,[[1.82642181 1.56598141 7.13764288 ... 2.48419663 1.60377632 1.94253734]]
1003,/home/ubuntu/MEBeauty-database/images/female/black/suad-kamardeen-khewjy5l4Zo-unsplash.jpg,5.909297052154195,[[1.39190452 1.23280141 4.71999476 ... 1.67453304 1.1784351  1.5298985 ]]
1004,/home/ubuntu/MEBeauty-database/images/male/black/gift-habeshaw-KBv5dEN3QtY-unsplash(1).jpg,5.910505430242273,[[1.2026107  1.15596016 7.82619809 ... 2.36535504 1.06373678 1.41045135]]
1005,/home/ubuntu/MEBeauty-database/images/male/indian/himanshu-dewangan-brk2ZfYTOp8-unsplash.jpg,5.914347826086956,[[0.83305738 0.88204336 5.20316586 ... 2.88561906 0.79793264 1.16286358]]
1006,/home/ubuntu/MEBeauty-database/images/female/hispanic/mateus-campos-felipe-csdVYOLOqls-unsplash.jpg,5.916666666666668,[[1.92307874 1.53847817 5.05248756 ... 2.863314   1.70385049 2.01239403]]
1007,/home/ubuntu/MEBeauty-database/images/male/black/curtis-powell-3mMvCsW6ZYs-unsplash.jpg,5.916851441241685,[[0.78508841 0.84030512 6.14025097 ... 2.22335857 0.70865543 1.03034274]]
1008,/home/ubuntu/MEBeauty-database/images/female/caucasian/jen-theodore-o-9p4xo432I-unsplash.jpg,5.91820987654321,[[0.898536   0.93879698 4.09418526 ... 4.42221174 0.80655282 1.04315318]]
1009,/home/ubuntu/MEBeauty-database/images/female/caucasian/steady-hand-co-sdSnS1WF7C8-unsplash.jpg,5.922962962962963,[[2.06020179 1.5992408  5.01374258 ... 2.46733919 1.84616427 1.87814776]]
1010,/home/ubuntu/MEBeauty-database/images/male/caucasian/hunter-newton-WQEe4c757Gs-unsplash.jpg,5.922998986828773,[[0.62446451 0.74292163 4.56552164 ... 3.57307346 0.50229769 0.60788543]]
1011,/home/ubuntu/MEBeauty-database/images/female/indian/indian-4755313_1920.jpg,5.92318244170096,[[0.47624508 0.58174097 6.84200987 ... 2.16077891 0.47532297 0.6596135 ]]
1012,/home/ubuntu/MEBeauty-database/images/female/caucasian/red-dress-5071171_1920.jpg,5.923371647509577,[[0.5582104  0.70380494 4.19306055 ... 2.26217808 0.48027861 0.64245585]]
1013,/home/ubuntu/MEBeauty-database/images/female/indian/beautiful-2271357_1920.jpg,5.924554183813442,[[1.28908533 1.16867952 4.13103084 ... 2.95063444 1.0391007  1.45582646]]
1014,/home/ubuntu/MEBeauty-database/images/female/indian/pexels-devil-imran-6414067.jpg,5.925925925925926,[[0.57223764 0.68188573 5.61823383 ... 2.92270931 0.48627068 0.74451235]]
1015,/home/ubuntu/MEBeauty-database/images/female/indian/woman-4686064_1920.jpg,5.926020408163266,[[1.22987906 1.16349322 6.4652355  ... 3.19297067 1.12489015 1.52877705]]
1016,/home/ubuntu/MEBeauty-database/images/male/asian/chelms-varthoumlien-yok4LRlBEEI-unsplash.jpg,5.927518427518427,[[0.53310934 0.66130325 5.09527803 ... 3.17387104 0.48778547 0.54553631]]
1017,/home/ubuntu/MEBeauty-database/images/male/caucasian/vicky-hladynets-BUNTFZ25_hI-unsplash.jpg,5.928405572755418,[[0.97402622 0.98206606 7.29337429 ... 2.91724953 1.01306296 1.12084142]]
1018,/home/ubuntu/MEBeauty-database/images/male/caucasian/man-3437398_1920.jpg,5.9292825968357885,[[1.0123276  1.01073888 5.20257519 ... 3.81818182 0.94397516 1.05934991]]
1019,/home/ubuntu/MEBeauty-database/images/male/asian/sung-wang-g4DgCF90EM4-unsplash.jpg,5.930795847750867,[[1.84574983 1.52297861 5.25413197 ... 1.27606916 1.29065196 2.28692631]]
1020,/home/ubuntu/MEBeauty-database/images/male/hispanic/ismail-taibi-yLFFEhcaYyw-unsplash.jpg,5.937148772552499,[[0.80797908 0.87034808 5.68100749 ... 2.98474219 0.91983142 0.86122682]]
1021,/home/ubuntu/MEBeauty-database/images/male/caucasian/teen-722650_1920.jpg,5.937159821870361,[[1.04426083 1.03133669 4.79925756 ... 4.01206359 0.87709119 1.02333294]]
1022,/home/ubuntu/MEBeauty-database/images/male/caucasian/hashim-hadi-XLvLGDu_5wE-unsplash.jpg,5.938553938553937,[[1.11882359 1.09592972 6.80147043 ... 3.00591633 1.05157459 1.18878212]]
1023,/home/ubuntu/MEBeauty-database/images/female/caucasian/grimace-1012862_1920.jpg,5.93859649122807,[[1.06991029 1.05132115 5.02166693 ... 2.67826006 0.82462113 0.98383369]]
1024,/home/ubuntu/MEBeauty-database/images/male/hispanic/riccardo-pitzalis-TpeBIIM0UIY-unsplash.jpg,5.93939393939394,[[1.02249195 1.01216466 4.33167696 ... 3.73982638 1.05611771 1.01476095]]
1025,/home/ubuntu/MEBeauty-database/images/male/hispanic/max-harlynking-zaItO-b0afs-unsplash.jpg,5.9417989417989405,[[1.41327461 1.24981107 4.48161864 ... 2.21067599 0.99254879 1.71046788]]
1026,/home/ubuntu/MEBeauty-database/images/female/black/force-majeure-a5-_X8IktJg-unsplash.jpg,5.947368421052633,[[0.67082039 0.78423477 4.27738603 ... 2.93246723 0.52704628 0.75572215]]
1027,/home/ubuntu/MEBeauty-database/images/male/mideastern/123.jpg,5.9498207885304675,[[0.44349016 0.53982896 7.6461321  ... 4.0019512  0.42032826 0.47461107]]
1028,/home/ubuntu/MEBeauty-database/images/male/indian/guy7.jpg,5.95186403508772,[[0.62153665 0.69574884 7.52005163 ... 3.81133492 0.54513568 0.68260855]]
1029,/home/ubuntu/MEBeauty-database/images/male/indian/lijo-easo-1JEg1c--_dM-unsplash.jpg,5.956944444444443,[[1.07976484 1.06326504 7.64023335 ... 3.41910302 1.02391642 1.34121991]]
1030,/home/ubuntu/MEBeauty-database/images/male/mideastern/meysam-jarahkar-SaQf2X_qZSU-unsplash.jpg,5.958398744113031,[[0.95918322 0.96899784 7.3312323  ... 3.55562934 0.89585485 0.94548939]]
1031,/home/ubuntu/MEBeauty-database/images/male/hispanic/jorge-salvador-iGzHMzRZjRs-unsplash.jpg,5.958959899749375,[[0.973627   0.98282007 5.44993012 ... 2.41115724 0.8431645  1.00685722]]
1032,/home/ubuntu/MEBeauty-database/images/female/mideastern/girl-3551364_1920.jpg,5.96,[[1.2133799  1.13402662 4.88607878 ... 3.63209762 1.17218908 1.48012473]]
1033,/home/ubuntu/MEBeauty-database/images/female/caucasian/woman-3187336_1920.jpg,5.9609195402298845,[[0.58733844 0.73154029 4.00707685 ... 3.58276526 0.50187722 0.62781848]]
1034,/home/ubuntu/MEBeauty-database/images/female/caucasian/beautiful-2819394_1920.jpg,5.961538461538463,[[0.44917897 0.65298358 3.52747373 ... 1.58345854 0.55306632 0.47211947]]
1035,/home/ubuntu/MEBeauty-database/images/female/asian/outdoors-3341719_1920.jpg,5.962962962962963,[[1.21177002 1.13744412 4.89455848 ... 3.32542104 1.20694663 1.50105258]]
1036,/home/ubuntu/MEBeauty-database/images/female/indian/beauty-4175607_1920.jpg,5.964334705075446,[[1.1658476  1.10178529 4.41009075 ... 2.79603121 0.97707432 1.44926593]]
1037,/home/ubuntu/MEBeauty-database/images/female/hispanic/alex-blajan-iRsktlI-hls-unsplash.jpg,5.964334705075446,[[0.93835954 0.9549521  6.03416201 ... 3.07219078 0.89290821 1.02592222]]
1038,/home/ubuntu/MEBeauty-database/images/female/indian/yogendra-singh-2W1bkp_Mie4-unsplash.jpg,5.965561224489796,[[0.82012424 0.8856796  4.47169327 ... 2.64398269 0.81226891 0.83931189]]
1039,/home/ubuntu/MEBeauty-database/images/male/caucasian/winter-1937626_1920.jpg,5.966435185185184,[[1.07890865 1.05351884 5.12487953 ... 4.61978489 1.05650112 1.11645323]]
1040,/home/ubuntu/MEBeauty-database/images/male/black/114.jpg,5.966547619047619,[[1.1627182  1.10825935 4.81007198 ... 2.97351818 1.10609772 1.28456821]]
1041,/home/ubuntu/MEBeauty-database/images/female/mideastern/face-2432004_1920.jpg,5.967777777777778,[[1.01095869 1.00742899 5.48591555 ... 3.34880083 0.86396633 1.18213705]]
1042,/home/ubuntu/MEBeauty-database/images/female/caucasian/lovely-3368231_1920.jpg,5.968854282536151,[[1.35033283 1.21194226 4.45861887 ... 2.47576488 1.11198195 1.59754085]]
1043,/home/ubuntu/MEBeauty-database/images/male/asian/dominic-blignaut-VZgm7GtN-cU-unsplash.jpg,5.96969696969697,[[1.56989003 1.38189216 6.21396868 ... 3.26458791 1.75060813 1.5330316 ]]
1044,/home/ubuntu/MEBeauty-database/images/male/caucasian/117.jpg,5.971428571428572,[[1.16925403 1.11705597 5.19758363 ... 4.28991434 1.07624884 1.10180731]]
1045,/home/ubuntu/MEBeauty-database/images/male/caucasian/andreea-pop-bTVliFTsdHI-unsplash.jpg,5.9753587333003475,[[0.63455711 0.69944468 8.2941485  ... 3.41645008 0.54927815 0.6848008 ]]
1046,/home/ubuntu/MEBeauty-database/images/male/black/lari-avn-oZPHLlcyGb8-unsplash.jpg,5.979166666666668,[[0.56049866 0.65048674 7.36713195 ... 2.52217975 0.73060023 0.5926165 ]]
1047,/home/ubuntu/MEBeauty-database/images/male/caucasian/boy-2301660_1920.jpg,5.984657622739018,[[0.95816064 0.97004468 6.13312968 ... 3.59689531 0.81109739 0.96678339]]
1048,/home/ubuntu/MEBeauty-database/images/female/black/female-4899179_1920.jpg,5.988095238095237,[[1.68289085 1.36166659 3.98192536 ... 2.1564416  1.19492936 1.81823093]]
1049,/home/ubuntu/MEBeauty-database/images/male/mideastern/young-4041629_1920.jpg,5.988851095993952,[[0.7054482  0.7751984  6.49699572 ... 3.60388512 0.7315627  0.81706183]]
1050,/home/ubuntu/MEBeauty-database/images/male/caucasian/austin-human-Ec7cHN7ofi0-unsplash.jpg,5.9903908268733845,[[0.91491685 0.93236879 4.45211206 ... 4.2653687  0.91673279 1.12957859]]
1051,/home/ubuntu/MEBeauty-database/images/male/black/brian-lundquist-bf6ZtR545rU-unsplash.jpg,5.990931832395248,[[1.110398   1.07079597 4.28597883 ... 2.34262444 1.05611771 1.10613264]]
1052,/home/ubuntu/MEBeauty-database/images/male/mideastern/biceps-2746490_1920.jpg,5.9924129968662365,[[1.59719141 1.37872313 5.39741378 ... 3.39034395 1.36556148 1.61536738]]
1053,/home/ubuntu/MEBeauty-database/images/male/caucasian/kas-YHDWG6-EsYc-unsplash.jpg,5.994606973995272,[[0.80335415 0.85753847 6.01810207 ... 4.53895099 0.74138186 0.71118628]]
1054,/home/ubuntu/MEBeauty-database/images/male/caucasian/fabio-henning-m6A7X_C8Jq4-unsplash.jpg,5.997222222222222,[[0.84370295 0.87874177 7.82331451 ... 2.63491534 0.97689354 0.66473382]]
1055,/home/ubuntu/MEBeauty-database/images/male/caucasian/111.jpg,5.997486173956762,[[1.05519873 1.0324538  4.66384104 ... 2.70413663 1.11176652 1.06339329]]
1056,/home/ubuntu/MEBeauty-database/images/male/mideastern/alireza-esmaeeli-Twu-xDzDqGg-unsplash.jpg,5.997901288174844,[[0.71537885 0.76837491 8.37796583 ... 2.66141806 0.62880887 0.81403989]]
1057,/home/ubuntu/MEBeauty-database/images/female/caucasian/14.jpg,5.9985928705440905,[[0.83808017 0.89496951 4.45070919 ... 3.64158312 0.86768009 1.02266577]]
1058,/home/ubuntu/MEBeauty-database/images/male/hispanic/oosman-exptal-K2exjqPg3Zs-unsplash.jpg,6.0,"[[ 0.70373049  0.74051968 12.84133949 ...  2.58563805  0.78794671
   0.74623441]]"
1059,/home/ubuntu/MEBeauty-database/images/male/mideastern/vaishnav-chogale-rJuA7hz1M7Q-unsplash.jpg,6.0,[[2.12061759 1.73631305 7.10463869 ... 2.63765831 1.66138619 2.34161185]]
1060,/home/ubuntu/MEBeauty-database/images/male/black/brock-wegner-obKMefpXRE4-unsplash.jpg,6.0,[[2.15650887 1.78260756 7.50033049 ... 1.85692075 2.10926044 1.56876039]]
1061,/home/ubuntu/MEBeauty-database/images/male/indian/pexels-atul-choudhary-2753381.jpg,6.0,[[0.70020163 0.77516925 5.97175668 ... 4.69150093 0.65304569 0.85173882]]
1062,/home/ubuntu/MEBeauty-database/images/female/hispanic/girl-1258630_1920.jpg,6.0,[[0.76348195 0.85077166 4.04617019 ... 4.04339667 0.86629616 0.96483474]]
1063,/home/ubuntu/MEBeauty-database/images/male/indian/pexels-suleman-mukhtar-452557.jpg,6.0,[[0.47608189 0.5766113  6.89760271 ... 2.23844832 0.54067484 0.55991832]]
1064,/home/ubuntu/MEBeauty-database/images/male/caucasian/niklas-veenhuis-HqWKpGBPm8I-unsplash.jpg,6.0,[[0.86828646 0.90151918 7.14367623 ... 4.75453    0.93056945 0.94175364]]
1065,/home/ubuntu/MEBeauty-database/images/female/asian/pexels-cottonbro-3419647.jpg,6.0,[[0.43482409 0.59914946 4.53465905 ... 1.94926988 0.37460732 0.5267909 ]]
1066,/home/ubuntu/MEBeauty-database/images/male/black/pexels-nappy-936119.jpg,6.0,[[2.23217656 1.88658104 9.5181925  ... 1.69410814 1.4844379  1.98435579]]
1067,/home/ubuntu/MEBeauty-database/images/male/black/oladimeji-odunsi-g8bZKBcGnaU-unsplash.jpg,6.0,[[1.3430347  1.23308873 5.61840587 ... 2.02123834 1.41256987 1.15586303]]
1068,/home/ubuntu/MEBeauty-database/images/female/black/attractive-1869761_1920.jpg,6.0,[[0.77067204 0.85283849 4.26203517 ... 2.43711171 0.77149332 0.8781473 ]]
1069,/home/ubuntu/MEBeauty-database/images/female/caucasian/ilya-mirnyy-FrkBU4xWB9g-unsplash.jpg,6.001189060642092,[[0.70855888 0.78728213 5.34323793 ... 1.80763214 0.52894823 0.98067558]]
1070,/home/ubuntu/MEBeauty-database/images/female/caucasian/girl-4185856_1920.jpg,6.001277139208174,[[1.12950333 1.07411617 3.91268236 ... 3.20894644 0.99710693 1.38936014]]
1071,/home/ubuntu/MEBeauty-database/images/female/caucasian/coffee-4783442_1920.jpg,6.001326259946951,[[0.81638928 0.88136747 3.93682172 ... 2.83782565 0.67157217 0.88332186]]
1072,/home/ubuntu/MEBeauty-database/images/female/caucasian/portrait-3364406_1920.jpg,6.0014792899408285,[[0.91536939 0.94319562 5.173704   ... 2.3339207  0.83257266 0.91279203]]
1073,/home/ubuntu/MEBeauty-database/images/female/caucasian/girl-3183050_1920.jpg,6.002554278416348,[[1.20049695 1.1244068  4.38726568 ... 3.01596589 1.03819944 1.43143248]]
1074,/home/ubuntu/MEBeauty-database/images/female/mideastern/houcine-ncib-2Qg42qfZpRo-unsplash.jpg,6.002743484224966,[[0.70417426 0.78188661 5.72894572 ... 2.46538188 0.69072493 0.71409229]]
1075,/home/ubuntu/MEBeauty-database/images/female/hispanic/22.jpg,6.003289473684211,[[0.87091975 0.9248474  3.85068536 ... 2.75682075 0.79612827 1.08490086]]
1076,/home/ubuntu/MEBeauty-database/images/female/hispanic/women-4043627_1920.jpg,6.005291005291006,[[0.49164843 0.65365838 4.26380112 ... 2.75808425 0.4306506  0.48203244]]
1077,/home/ubuntu/MEBeauty-database/images/female/black/eye-for-ebony-BKxipJKe3G0-unsplash.jpg,6.007142857142857,[[0.51759376 0.64744722 4.93811863 ... 2.37575187 0.37099864 0.84317204]]
1078,/home/ubuntu/MEBeauty-database/images/male/caucasian/portrait-1141481_1920.jpg,6.010052910052909,[[0.9005149  0.93079263 5.16169353 ... 2.06089639 0.67405836 1.13927251]]
1079,/home/ubuntu/MEBeauty-database/images/male/caucasian/mikhail-marchenko-nuOfp2JdBB8-unsplash.jpg,6.012844611528823,[[0.43912507 0.55548388 5.88732116 ... 2.1167996  0.64542589 0.45454545]]
1080,/home/ubuntu/MEBeauty-database/images/male/caucasian/roman-holoschchuk-O-98kcPe0P8-unsplash.jpg,6.013305322128852,[[1.00263469 0.99858409 5.49474263 ... 3.91452799 0.95538038 1.16619038]]
1081,/home/ubuntu/MEBeauty-database/images/male/caucasian/lucas-newton-GkQaSPkp54o-unsplash.jpg,6.020351526364478,[[1.18456403 1.13351661 6.70602736 ... 4.78539445 1.13967887 1.12841021]]
1082,/home/ubuntu/MEBeauty-database/images/male/asian/g_2.jpg,6.021671826625386,[[0.82053573 0.88003906 4.7339264  ... 2.62757696 0.6826338  1.10799434]]
1083,/home/ubuntu/MEBeauty-database/images/male/caucasian/talen-de-st-croix-XzRhdAoNMa8-unsplash.jpg,6.0227272727272725,[[0.96276601 0.97042638 5.22910407 ... 2.75071819 0.87517059 1.10468636]]
1084,/home/ubuntu/MEBeauty-database/images/male/caucasian/elijah-hiett-m7bRe_XS7BY-unsplash.jpg,6.0227272727272725,[[1.12042193 1.08544064 5.78775504 ... 4.20398256 1.1780398  1.24813064]]
1085,/home/ubuntu/MEBeauty-database/images/female/caucasian/woman-2293390_1920.jpg,6.022792022792022,[[2.21455307 1.55784707 3.6348535  ... 2.32505949 1.52982511 2.17186121]]
1086,/home/ubuntu/MEBeauty-database/images/female/asian/amoon-ra-p1JglmknQr0-unsplash.jpg,6.023148148148147,[[1.20979897 1.1352432  5.09077089 ... 2.62104193 1.21177299 1.23526345]]
1087,/home/ubuntu/MEBeauty-database/images/female/asian/alex-sorto-suymY_8bk4Y-unsplash.jpg,6.023809523809526,[[0.80465915 0.8804711  4.04281386 ... 2.97506091 0.78868855 1.06833885]]
1088,/home/ubuntu/MEBeauty-database/images/female/black/pexels-zen-chung-5537979.jpg,6.024691358024692,[[0.81036672 0.87742148 4.25461188 ... 2.26878345 0.68865734 1.11197505]]
1089,/home/ubuntu/MEBeauty-database/images/male/asian/pexels-cottonbro-5532846.jpg,6.024691358024692,[[0.87714031 0.90636798 6.41986187 ... 2.63008444 1.03764471 0.90873013]]
1090,/home/ubuntu/MEBeauty-database/images/male/mideastern/pexels-ayaka-kato-2860892.jpg,6.024691358024692,[[1.15647079 1.11832207 8.57969178 ... 5.03247373 1.18105669 1.3002814 ]]
1091,/home/ubuntu/MEBeauty-database/images/male/indian/man-5465729_1920.jpg,6.026315789473684,[[0.98402663 0.98814697 7.20272134 ... 2.9143117  0.83383002 1.13962941]]
1092,/home/ubuntu/MEBeauty-database/images/female/asian/13.jpg,6.031972789115647,[[0.88920834 0.92967224 4.17555559 ... 2.53411363 0.8347293  1.14752766]]
1093,/home/ubuntu/MEBeauty-database/images/male/caucasian/lumber-1281323_1920.jpg,6.041630434782608,[[0.78388496 0.83542217 7.17899714 ... 6.00275419 0.65204307 0.75537291]]
1094,/home/ubuntu/MEBeauty-database/images/female/black/amin-rk-stz6pJV6UKw-unsplash.jpg,6.044973544973545,[[0.88633078 0.92246655 5.06379898 ... 2.30668517 0.86112628 1.04541491]]
1095,/home/ubuntu/MEBeauty-database/images/male/caucasian/erik-mclean-8YbkDZwLx70-unsplash.jpg,6.045334445835072,[[1.04710031 1.04092442 6.73800996 ... 3.72801284 1.0683502  1.09220893]]
1096,/home/ubuntu/MEBeauty-database/images/male/caucasian/jairph-qygkHfHMaBI-unsplash.jpg,6.0466230936819185,[[0.8980065  0.92767781 5.17950603 ... 3.47850543 0.88727539 0.94549724]]
1097,/home/ubuntu/MEBeauty-database/images/male/caucasian/young-man-1272106_1920.jpg,6.0474773242630375,[[1.11473831 1.08167847 5.39513749 ... 2.83270614 0.91072642 1.45708059]]
1098,/home/ubuntu/MEBeauty-database/images/male/black/prince-akachi-s6tVlDVKz38-unsplash.jpg,6.049707602339182,[[1.22660843 1.1439826  5.1101274  ... 3.2378636  1.18639649 1.16183405]]
1099,/home/ubuntu/MEBeauty-database/images/female/hispanic/ernest-brillo-U2TP4-H8ly4-unsplash.jpg,6.049861495844875,[[0.38969983 0.56487392 4.46413523 ... 2.4664013  0.49965505 0.45776098]]
1100,/home/ubuntu/MEBeauty-database/images/male/mideastern/male-5869656_1920.jpg,6.05,[[1.00825107 1.01207364 5.4892109  ... 2.86368863 0.80994194 1.25902751]]
1101,/home/ubuntu/MEBeauty-database/images/male/indian/116.jpg,6.050246305418719,[[0.42169771 0.58182024 4.58201033 ... 3.62358251 0.35801084 0.60499682]]
1102,/home/ubuntu/MEBeauty-database/images/female/caucasian/dan-ROJFuWCsfmA-unsplash.jpg,6.052631578947367,[[0.87401074 0.91922417 4.44160629 ... 2.46617171 0.76474078 1.05566846]]
1103,/home/ubuntu/MEBeauty-database/images/female/mideastern/pratik-gupta--LXaJgKwxzs-unsplash.jpg,6.0555555555555545,[[2.88410945 2.17468402 7.0652336  ... 2.08767371 2.21077888 3.68488512]]
1104,/home/ubuntu/MEBeauty-database/images/female/asian/gemma-chua-tran-QaiIaCkGCtI-unsplash.jpg,6.057851239669421,[[2.56061648 1.7693262  4.47144433 ... 1.50828736 1.7771326  1.71168139]]
1105,/home/ubuntu/MEBeauty-database/images/male/asian/mason-wilkes-TMgQMXoglsM-unsplash.jpg,6.0588235294117645,[[0.57628611 0.69254705 5.15771776 ... 1.92164843 0.46648034 0.83579254]]
1106,/home/ubuntu/MEBeauty-database/images/female/black/portrait-856125_1920.jpg,6.0588624338624335,[[1.07703296 1.04752866 4.15760219 ... 2.81760134 0.89497992 1.34417338]]
1107,/home/ubuntu/MEBeauty-database/images/male/caucasian/hipster-358479_1920.jpg,6.061937984496122,"[[ 0.63095621  0.69105479 10.98228827 ...  8.23719317  0.54417056
   0.59277959]]"
1108,/home/ubuntu/MEBeauty-database/images/male/hispanic/hamed-taha-xPmMqkAze7g-unsplash.jpg,6.066666666666666,[[1.13919644 1.09389274 5.45830761 ... 3.11711825 0.95753047 1.32649059]]
1109,/home/ubuntu/MEBeauty-database/images/female/caucasian/kate-hliznitsova-tD0wyPbnsLA-unsplash.jpg,6.074074074074074,[[0.40652638 0.53734035 6.06991692 ... 2.82622115 0.38424147 0.46718605]]
1110,/home/ubuntu/MEBeauty-database/images/male/caucasian/brett-952579_1920.jpg,6.076471820657868,[[0.82873964 0.88217219 4.96972892 ... 5.30802197 0.87557768 0.98549897]]
1111,/home/ubuntu/MEBeauty-database/images/female/asian/japan-1432871_1920.jpg,6.079365079365079,[[1.01619444 1.00970178 4.74623759 ... 4.47340052 0.95955739 1.21554966]]
1112,/home/ubuntu/MEBeauty-database/images/male/indian/kazi-mizan-bfReptWpKEg-unsplash.jpg,6.07962962962963,[[1.36217808 1.25931978 6.95665761 ... 2.95373125 1.31507988 1.51703235]]
1113,/home/ubuntu/MEBeauty-database/images/female/mideastern/carlos-lindner-cMGFhR6YCZM-unsplash.jpg,6.079881656804735,[[0.8950673  0.92859274 5.11161899 ... 2.43356163 0.79858716 1.10587987]]
1114,/home/ubuntu/MEBeauty-database/images/female/mideastern/warrior-1240995_1920.jpg,6.080459770114943,[[0.58404911 0.68947412 5.52268051 ... 2.2200591  0.52903293 0.61632223]]
1115,/home/ubuntu/MEBeauty-database/images/female/asian/girl-2704116_1920.jpg,6.081196581196581,[[0.50560037 0.63000791 5.19230199 ... 2.21993346 0.48420793 0.66791661]]
1116,/home/ubuntu/MEBeauty-database/images/male/indian/rahabi-khan-eNafqf_0ZWQ-unsplash.jpg,6.083333333333332,[[1.37020153 1.28923807 7.86552737 ... 2.60768096 1.34781078 1.57288577]]
1117,/home/ubuntu/MEBeauty-database/images/female/mideastern/gursimrat-ganda-KrCDlVjrMsQ-unsplash.jpg,6.0844444444444425,[[0.71679363 0.79770397 5.29705321 ... 2.26433631 0.51613316 0.76036116]]
1118,/home/ubuntu/MEBeauty-database/images/male/black/pexels-bestbe-models-2282520.jpg,6.08641975308642,[[0.34448094 0.5184492  4.71240512 ... 2.07152714 0.45244531 0.4336743 ]]
1119,/home/ubuntu/MEBeauty-database/images/male/caucasian/nikita-fox-2ODe_T5WRzA-unsplash.jpg,6.0868055555555545,[[1.90401096 1.59582882 6.51797918 ... 3.51318456 1.71329642 1.69734703]]
1120,/home/ubuntu/MEBeauty-database/images/male/caucasian/brendan-hollis-A6Bv1AD8F5U-unsplash.jpg,6.089438122332858,[[0.9143519  0.93340418 6.53856322 ... 4.49327748 0.80669785 0.96216641]]
1121,/home/ubuntu/MEBeauty-database/images/male/mideastern/ashkan-forouzani-g0H0eazR5-M-unsplash(1).jpg,6.093605800922874,[[1.26414959 1.17127796 5.2350979  ... 3.07069773 1.08913409 1.28425995]]
1122,/home/ubuntu/MEBeauty-database/images/male/hispanic/chalo-garcia-PXccl_hEIww-unsplash.jpg,6.095238095238097,[[0.93544515 0.94789429 6.65946346 ... 3.21580014 0.98847662 0.82464767]]
1123,/home/ubuntu/MEBeauty-database/images/male/indian/man-3346780_1920.jpg,6.097204839382561,[[1.14746833 1.10348195 6.14541915 ... 3.30237193 1.00841361 1.28243574]]
1124,/home/ubuntu/MEBeauty-database/images/male/caucasian/male-4494498_1920.jpg,6.09875,[[1.06145542 1.04232314 6.53218277 ... 2.88091015 0.88078962 1.30353441]]
1125,/home/ubuntu/MEBeauty-database/images/male/asian/pexels-ba-phi-1182128.jpg,6.098765432098764,[[0.99063726 0.98457773 5.12692943 ... 2.24557421 0.98436182 0.84636864]]
1126,/home/ubuntu/MEBeauty-database/images/female/mideastern/dimitri-bong-2M45kvvIC-4-unsplash.jpg,6.1,[[0.77411516 0.84214978 5.0896795  ... 3.51505273 0.65346529 0.8386604 ]]
1127,/home/ubuntu/MEBeauty-database/images/male/caucasian/male-467711_1920.jpg,6.1,[[0.97821521 0.98590134 5.13655673 ... 3.8943361  0.9118162  1.054772  ]]
1128,/home/ubuntu/MEBeauty-database/images/male/caucasian/young-man-1281282_1920.jpg,6.1020408163265305,[[0.91864536 0.93930755 5.83317087 ... 2.96672544 0.84185995 0.94452889]]
1129,/home/ubuntu/MEBeauty-database/images/male/black/gift-habeshaw-KBv5dEN3QtY-unsplash(2).jpg,6.10216718266254,[[1.2026107  1.15596016 7.82619809 ... 2.36535504 1.06373678 1.41045135]]
